,tract
"(5514404399, <shapely.geometry.point.Point object at 0x16599c7b8>)",5600.0
"(133898812, <shapely.geometry.point.Point object at 0x16599c6a0>)",7303.0
"(1860903580, <shapely.geometry.point.Point object at 0x16599c710>)",7462.0
"(1860903582, <shapely.geometry.point.Point object at 0x16599c630>)",7462.0
"(1860903585, <shapely.geometry.point.Point object at 0x16599c668>)",7462.0
"(1860903596, <shapely.geometry.point.Point object at 0x16599c588>)",7462.0
"(1860903599, <shapely.geometry.point.Point object at 0x16599c5f8>)",7462.0
"(4099089075, <shapely.geometry.point.Point object at 0x16599c518>)",7407.0
"(1860903617, <shapely.geometry.point.Point object at 0x16599c550>)",7462.0
"(1860903620, <shapely.geometry.point.Point object at 0x16599c470>)",7462.0
"(1860903628, <shapely.geometry.point.Point object at 0x16599c4e0>)",7462.0
"(1860903632, <shapely.geometry.point.Point object at 0x16599c400>)",7462.0
"(1860903634, <shapely.geometry.point.Point object at 0x16599c438>)",7462.0
"(1860903637, <shapely.geometry.point.Point object at 0x16599c7f0>)",7462.0
"(133899197, <shapely.geometry.point.Point object at 0x16599c3c8>)",7424.0
"(133899202, <shapely.geometry.point.Point object at 0x16599c2e8>)",7424.0
"(133899212, <shapely.geometry.point.Point object at 0x16599c358>)",7424.0
"(133899219, <shapely.geometry.point.Point object at 0x16599c278>)",6000.0
"(133899221, <shapely.geometry.point.Point object at 0x16599c2b0>)",6000.0
"(133899231, <shapely.geometry.point.Point object at 0x16599c208>)",500.0
"(133899249, <shapely.geometry.point.Point object at 0x16599c240>)",500.0
"(133899258, <shapely.geometry.point.Point object at 0x16599c198>)",500.0
"(133899264, <shapely.geometry.point.Point object at 0x16599c1d0>)",500.0
"(133899279, <shapely.geometry.point.Point object at 0x16599c0f0>)",7453.0
"(133899322, <shapely.geometry.point.Point object at 0x16599c160>)",7453.0
"(133899339, <shapely.geometry.point.Point object at 0x16599c080>)",7453.0
"(133899357, <shapely.geometry.point.Point object at 0x16599c0b8>)",7453.0
"(1864049782, <shapely.geometry.point.Point object at 0x16599c390>)",7001.0
"(133899386, <shapely.geometry.point.Point object at 0x16599c048>)",7451.0
"(133899393, <shapely.geometry.point.Point object at 0x165997f60>)",7451.0
"(133899407, <shapely.geometry.point.Point object at 0x165997e48>)",7451.0
"(133899409, <shapely.geometry.point.Point object at 0x165997cc0>)",7451.0
"(133899420, <shapely.geometry.point.Point object at 0x1659979e8>)",7451.0
"(133899423, <shapely.geometry.point.Point object at 0x165997860>)",7451.0
"(133899427, <shapely.geometry.point.Point object at 0x165997588>)",7451.0
"(133899440, <shapely.geometry.point.Point object at 0x165997400>)",7451.0
"(133899446, <shapely.geometry.point.Point object at 0x165997128>)",7451.0
"(133899472, <shapely.geometry.point.Point object at 0x165997f28>)",7451.0
"(133899550, <shapely.geometry.point.Point object at 0x165997f98>)",7450.0
"(133899552, <shapely.geometry.point.Point object at 0x165997eb8>)",7450.0
"(4084147579, <shapely.geometry.point.Point object at 0x165997ef0>)",3700.0
"(133899649, <shapely.geometry.point.Point object at 0x165997e10>)",7450.0
"(133899682, <shapely.geometry.point.Point object at 0x165997e80>)",7450.0
"(4084147631, <shapely.geometry.point.Point object at 0x165997da0>)",3700.0
"(134161866, <shapely.geometry.point.Point object at 0x165997dd8>)",7429.0
"(133899729, <shapely.geometry.point.Point object at 0x165997fd0>)",7450.0
"(133899734, <shapely.geometry.point.Point object at 0x165997d68>)",7461.0
"(133899744, <shapely.geometry.point.Point object at 0x165997c88>)",7461.0
"(134161889, <shapely.geometry.point.Point object at 0x165997cf8>)",7429.0
"(133899742, <shapely.geometry.point.Point object at 0x165997be0>)",7461.0
"(134161896, <shapely.geometry.point.Point object at 0x165997c50>)",7429.0
"(133899752, <shapely.geometry.point.Point object at 0x165997b70>)",7453.0
"(134161904, <shapely.geometry.point.Point object at 0x165997ba8>)",7429.0
"(133899763, <shapely.geometry.point.Point object at 0x165997ac8>)",7453.0
"(134161915, <shapely.geometry.point.Point object at 0x165997b38>)",7454.0
"(133899795, <shapely.geometry.point.Point object at 0x165997a58>)",7445.0
"(133899815, <shapely.geometry.point.Point object at 0x165997a90>)",7445.0
"(1886332458, <shapely.geometry.point.Point object at 0x1659979b0>)",7446.0
"(1886332461, <shapely.geometry.point.Point object at 0x165997a20>)",7446.0
"(4084147761, <shapely.geometry.point.Point object at 0x165997940>)",3500.0
"(4084147766, <shapely.geometry.point.Point object at 0x165997978>)",3500.0
"(133899840, <shapely.geometry.point.Point object at 0x165997d30>)",6704.0
"(133899848, <shapely.geometry.point.Point object at 0x165997908>)",6904.0
"(133899870, <shapely.geometry.point.Point object at 0x165997828>)",6904.0
"(134162017, <shapely.geometry.point.Point object at 0x165997898>)",3700.0
"(133899875, <shapely.geometry.point.Point object at 0x165997780>)",6904.0
"(134162022, <shapely.geometry.point.Point object at 0x1659977f0>)",3700.0
"(133899883, <shapely.geometry.point.Point object at 0x165997710>)",7466.0
"(134162027, <shapely.geometry.point.Point object at 0x165997748>)",3700.0
"(134162030, <shapely.geometry.point.Point object at 0x165997668>)",3700.0
"(134162034, <shapely.geometry.point.Point object at 0x1659976d8>)",3700.0
"(133899896, <shapely.geometry.point.Point object at 0x1659975f8>)",7466.0
"(133899917, <shapely.geometry.point.Point object at 0x165997630>)",7466.0
"(134162072, <shapely.geometry.point.Point object at 0x165997550>)",3800.0
"(133899930, <shapely.geometry.point.Point object at 0x1659975c0>)",7466.0
"(134162077, <shapely.geometry.point.Point object at 0x1659974e0>)",3800.0
"(133899945, <shapely.geometry.point.Point object at 0x165997518>)",7466.0
"(133899956, <shapely.geometry.point.Point object at 0x1659978d0>)",7466.0
"(133899974, <shapely.geometry.point.Point object at 0x1659974a8>)",7457.0
"(133899979, <shapely.geometry.point.Point object at 0x1659973c8>)",7457.0
"(133899989, <shapely.geometry.point.Point object at 0x165997438>)",7457.0
"(133899991, <shapely.geometry.point.Point object at 0x165997320>)",7466.0
"(133899995, <shapely.geometry.point.Point object at 0x165997390>)",6904.0
"(133899997, <shapely.geometry.point.Point object at 0x1659972b0>)",6904.0
"(133900003, <shapely.geometry.point.Point object at 0x1659972e8>)",7466.0
"(134162147, <shapely.geometry.point.Point object at 0x165997208>)",3300.0
"(134162149, <shapely.geometry.point.Point object at 0x165997278>)",3300.0
"(134162152, <shapely.geometry.point.Point object at 0x165997198>)",3300.0
"(134162157, <shapely.geometry.point.Point object at 0x1659971d0>)",3300.0
"(134162161, <shapely.geometry.point.Point object at 0x1659970f0>)",3300.0
"(133900019, <shapely.geometry.point.Point object at 0x165997160>)",7466.0
"(133900026, <shapely.geometry.point.Point object at 0x165997080>)",7466.0
"(133900028, <shapely.geometry.point.Point object at 0x1659970b8>)",7466.0
"(134162218, <shapely.geometry.point.Point object at 0x165997470>)",3700.0
"(133900076, <shapely.geometry.point.Point object at 0x165997048>)",6301.0
"(133900091, <shapely.geometry.point.Point object at 0x165991f60>)",6301.0
"(6794192705, <shapely.geometry.point.Point object at 0x165991c88>)",7452.0
"(133900116, <shapely.geometry.point.Point object at 0x165991b00>)",300.0
"(133900119, <shapely.geometry.point.Point object at 0x165991978>)",600.0
"(133900122, <shapely.geometry.point.Point object at 0x1659917f0>)",600.0
"(133900125, <shapely.geometry.point.Point object at 0x165991668>)",300.0
"(133900128, <shapely.geometry.point.Point object at 0x1659914e0>)",300.0
"(134162273, <shapely.geometry.point.Point object at 0x1659912e8>)",7450.0
"(133900131, <shapely.geometry.point.Point object at 0x165991160>)",300.0
"(133900136, <shapely.geometry.point.Point object at 0x165991f28>)",600.0
"(133900140, <shapely.geometry.point.Point object at 0x165991f98>)",600.0
"(133900142, <shapely.geometry.point.Point object at 0x165991e80>)",300.0
"(133900145, <shapely.geometry.point.Point object at 0x165991ef0>)",6102.0
"(133900148, <shapely.geometry.point.Point object at 0x165991e10>)",6102.0
"(133900169, <shapely.geometry.point.Point object at 0x165991e48>)",500.0
"(133900173, <shapely.geometry.point.Point object at 0x165991d68>)",500.0
"(133900179, <shapely.geometry.point.Point object at 0x165991dd8>)",500.0
"(134162324, <shapely.geometry.point.Point object at 0x165991cf8>)",7450.0
"(133900182, <shapely.geometry.point.Point object at 0x165991d30>)",500.0
"(133900187, <shapely.geometry.point.Point object at 0x165991c50>)",500.0
"(133900190, <shapely.geometry.point.Point object at 0x165991cc0>)",500.0
"(133900192, <shapely.geometry.point.Point object at 0x165991be0>)",500.0
"(133900194, <shapely.geometry.point.Point object at 0x165991c18>)",500.0
"(133900196, <shapely.geometry.point.Point object at 0x165991fd0>)",500.0
"(134162342, <shapely.geometry.point.Point object at 0x165991ba8>)",2300.0
"(133900202, <shapely.geometry.point.Point object at 0x165991ac8>)",400.0
"(134162350, <shapely.geometry.point.Point object at 0x165991b38>)",2300.0
"(134162352, <shapely.geometry.point.Point object at 0x165991a58>)",2300.0
"(133900208, <shapely.geometry.point.Point object at 0x165991a90>)",400.0
"(133900211, <shapely.geometry.point.Point object at 0x1659919e8>)",400.0
"(133900214, <shapely.geometry.point.Point object at 0x165991a20>)",400.0
"(133900216, <shapely.geometry.point.Point object at 0x165991940>)",400.0
"(133900218, <shapely.geometry.point.Point object at 0x1659919b0>)",400.0
"(133900220, <shapely.geometry.point.Point object at 0x1659918d0>)",400.0
"(133900223, <shapely.geometry.point.Point object at 0x165991908>)",400.0
"(133900229, <shapely.geometry.point.Point object at 0x165991b70>)",400.0
"(133900238, <shapely.geometry.point.Point object at 0x165991898>)",400.0
"(133900259, <shapely.geometry.point.Point object at 0x1659917b8>)",6000.0
"(134162408, <shapely.geometry.point.Point object at 0x165991828>)",3600.0
"(134162412, <shapely.geometry.point.Point object at 0x165991748>)",6806.0
"(134162423, <shapely.geometry.point.Point object at 0x165991780>)",6806.0
"(133900283, <shapely.geometry.point.Point object at 0x1659916d8>)",6102.0
"(133900286, <shapely.geometry.point.Point object at 0x165991710>)",6102.0
"(134162431, <shapely.geometry.point.Point object at 0x165991630>)",6805.0
"(133900294, <shapely.geometry.point.Point object at 0x1659916a0>)",6102.0
"(133900297, <shapely.geometry.point.Point object at 0x1659915c0>)",6102.0
"(133900303, <shapely.geometry.point.Point object at 0x1659915f8>)",6101.0
"(134162451, <shapely.geometry.point.Point object at 0x165991860>)",6805.0
"(134162456, <shapely.geometry.point.Point object at 0x165991588>)",6805.0
"(133900310, <shapely.geometry.point.Point object at 0x1659914a8>)",6000.0
"(133900319, <shapely.geometry.point.Point object at 0x165991518>)",0.0
"(133900318, <shapely.geometry.point.Point object at 0x165991438>)",6101.0
"(134162466, <shapely.geometry.point.Point object at 0x165991470>)",6805.0
"(134162467, <shapely.geometry.point.Point object at 0x1659913c8>)",6805.0
"(133900324, <shapely.geometry.point.Point object at 0x165991400>)",6101.0
"(133900322, <shapely.geometry.point.Point object at 0x165991358>)",6000.0
"(133900327, <shapely.geometry.point.Point object at 0x165991390>)",6101.0
"(133900328, <shapely.geometry.point.Point object at 0x1659912b0>)",0.0
"(133900330, <shapely.geometry.point.Point object at 0x165991320>)",6302.0
"(133900332, <shapely.geometry.point.Point object at 0x165991240>)",6302.0
"(133900335, <shapely.geometry.point.Point object at 0x165991278>)",6302.0
"(133900339, <shapely.geometry.point.Point object at 0x165991550>)",6302.0
"(134162488, <shapely.geometry.point.Point object at 0x165991208>)",6805.0
"(133900344, <shapely.geometry.point.Point object at 0x165991128>)",6302.0
"(134162496, <shapely.geometry.point.Point object at 0x165991198>)",6805.0
"(133900352, <shapely.geometry.point.Point object at 0x1659910b8>)",6302.0
"(133900356, <shapely.geometry.point.Point object at 0x1659910f0>)",6302.0
"(133900354, <shapely.geometry.point.Point object at 0x165991048>)",6302.0
"(133900359, <shapely.geometry.point.Point object at 0x165991080>)",6302.0
"(134162506, <shapely.geometry.point.Point object at 0x1659911d0>)",6805.0
"(133900362, <shapely.geometry.point.Point object at 0x16598df28>)",6302.0
"(133900368, <shapely.geometry.point.Point object at 0x16598dda0>)",6302.0
"(133900370, <shapely.geometry.point.Point object at 0x16598dac8>)",6302.0
"(134162523, <shapely.geometry.point.Point object at 0x16598d940>)",3800.0
"(133900380, <shapely.geometry.point.Point object at 0x16598d668>)",6302.0
"(133900382, <shapely.geometry.point.Point object at 0x16598d4e0>)",6302.0
"(133900385, <shapely.geometry.point.Point object at 0x16598d208>)",6302.0
"(134162530, <shapely.geometry.point.Point object at 0x16598d080>)",3800.0
"(133900391, <shapely.geometry.point.Point object at 0x16598df98>)",6506.0
"(134162538, <shapely.geometry.point.Point object at 0x16598dfd0>)",6806.0
"(133900408, <shapely.geometry.point.Point object at 0x16598def0>)",6506.0
"(133900417, <shapely.geometry.point.Point object at 0x16598df60>)",6506.0
"(134162589, <shapely.geometry.point.Point object at 0x16598de80>)",5200.0
"(134162604, <shapely.geometry.point.Point object at 0x16598deb8>)",5300.0
"(134162607, <shapely.geometry.point.Point object at 0x16598de48>)",5400.0
"(133900487, <shapely.geometry.point.Point object at 0x16598dd68>)",7431.0
"(133900515, <shapely.geometry.point.Point object at 0x16598ddd8>)",7431.0
"(133900518, <shapely.geometry.point.Point object at 0x16598dcc0>)",7315.0
"(133900521, <shapely.geometry.point.Point object at 0x16598dd30>)",7431.0
"(133900523, <shapely.geometry.point.Point object at 0x16598dc50>)",7432.0
"(134162670, <shapely.geometry.point.Point object at 0x16598dc88>)",5300.0
"(134162674, <shapely.geometry.point.Point object at 0x16598dba8>)",5300.0
"(133900541, <shapely.geometry.point.Point object at 0x16598dc18>)",7310.0
"(133900551, <shapely.geometry.point.Point object at 0x16598db38>)",7433.0
"(133900565, <shapely.geometry.point.Point object at 0x16598db70>)",7433.0
"(133900569, <shapely.geometry.point.Point object at 0x16598da90>)",7434.0
"(133900572, <shapely.geometry.point.Point object at 0x16598db00>)",7434.0
"(133900575, <shapely.geometry.point.Point object at 0x16598da20>)",7434.0
"(133900588, <shapely.geometry.point.Point object at 0x16598da58>)",7434.0
"(133900594, <shapely.geometry.point.Point object at 0x16598de10>)",7434.0
"(133900617, <shapely.geometry.point.Point object at 0x16598d9e8>)",7435.0
"(133900622, <shapely.geometry.point.Point object at 0x16598d908>)",7435.0
"(133900625, <shapely.geometry.point.Point object at 0x16598d978>)",7312.0
"(133900626, <shapely.geometry.point.Point object at 0x16598d860>)",7312.0
"(133900628, <shapely.geometry.point.Point object at 0x16598d8d0>)",7435.0
"(133900630, <shapely.geometry.point.Point object at 0x16598d7f0>)",7312.0
"(133900633, <shapely.geometry.point.Point object at 0x16598d828>)",7312.0
"(133900636, <shapely.geometry.point.Point object at 0x16598d748>)",7312.0
"(133900639, <shapely.geometry.point.Point object at 0x16598d7b8>)",7312.0
"(133900641, <shapely.geometry.point.Point object at 0x16598d6d8>)",7435.0
"(133900642, <shapely.geometry.point.Point object at 0x16598d710>)",6503.0
"(133900646, <shapely.geometry.point.Point object at 0x16598d630>)",6503.0
"(133900652, <shapely.geometry.point.Point object at 0x16598d6a0>)",6503.0
"(133900656, <shapely.geometry.point.Point object at 0x16598d5c0>)",6503.0
"(133900659, <shapely.geometry.point.Point object at 0x16598d5f8>)",6503.0
"(133900661, <shapely.geometry.point.Point object at 0x16598d9b0>)",6503.0
"(133900663, <shapely.geometry.point.Point object at 0x16598d588>)",6503.0
"(133900668, <shapely.geometry.point.Point object at 0x16598d4a8>)",6503.0
"(133900671, <shapely.geometry.point.Point object at 0x16598d518>)",6503.0
"(133900680, <shapely.geometry.point.Point object at 0x16598d400>)",6503.0
"(133900700, <shapely.geometry.point.Point object at 0x16598d470>)",6503.0
"(133900704, <shapely.geometry.point.Point object at 0x16598d390>)",6503.0
"(133900710, <shapely.geometry.point.Point object at 0x16598d3c8>)",6503.0
"(134162861, <shapely.geometry.point.Point object at 0x16598d2e8>)",7438.0
"(134162876, <shapely.geometry.point.Point object at 0x16598d358>)",5500.0
"(134162883, <shapely.geometry.point.Point object at 0x16598d278>)",5200.0
"(134162889, <shapely.geometry.point.Point object at 0x16598d2b0>)",5300.0
"(133900750, <shapely.geometry.point.Point object at 0x16598d1d0>)",1600.0
"(133900768, <shapely.geometry.point.Point object at 0x16598d240>)",1600.0
"(133900782, <shapely.geometry.point.Point object at 0x16598d160>)",7304.0
"(134162932, <shapely.geometry.point.Point object at 0x16598d198>)",7438.0
"(3588172285, <shapely.geometry.point.Point object at 0x16598d550>)",6805.0
"(3588172290, <shapely.geometry.point.Point object at 0x16598d128>)",6805.0
"(3588172291, <shapely.geometry.point.Point object at 0x16598d048>)",6805.0
"(133900818, <shapely.geometry.point.Point object at 0x16598d0b8>)",200.0
